article:ID,author:string[],author-aux:string,author-orcid:string[],booktitle:string,cdate:date,cdrom:string,cite:string[],cite-label:string[],crossref:string,editor:string[],editor-orcid:string[],ee:string[],ee-type:string[],i:string[],journal:string,key:string,mdate:date,month:string,note:string[],note-label:string,note-type:string[],number:string,pages:string,publisher:string,publnr:string,publtype:string,sub:string[],sup:string[],title:string[],title-bibtex:string,tt:string[],url:string,volume:string,year:int,abstract:string[]
1234640,Haiyan Xu|Keith W. Hipel|Sean Bernath Walker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/TSMC.2013.2260536,NA,NA,IEEE Trans. Syst. Man Cybern. Syst.,journals/tsmc/WalkerHX13,2020-05-20,NA,NA,NA,NA,6,1328-1342,NA,NA,NA,NA,NA,A Matrix Representation of Attitudes in Conflicts.,NA,NA,db/journals/tsmc/tsmc43.html#WalkerHX13,43,2013,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2633111,Leonardo Vita|Massimo Cavacece|Pier Paolo Valentini,NA,0000-0001-8243-8142|0000-0002-7037-7562,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1504/IJCAT.2007.014560|https://www.wikidata.org/entity/Q58841386,NA,NA,Int. J. Comput. Appl. Technol.,journals/ijcat/CavaceceVV07,2020-09-17,NA,NA,NA,NA,4,275-280,NA,NA,NA,NA,NA,An investigation on fatigue failure of turbine blades of aircraft engines by high cycles fatigue test.,NA,NA,db/journals/ijcat/ijcat28.html#CavaceceVV07,28,2007,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2201728,Arndt Bode,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1007/s00287-016-0966-5,oa,NA,Inform. Spektrum,journals/insk/Bode16,2020-08-13,NA,NA,NA,NA,3,185,NA,NA,NA,NA,NA,Informatik und Evolution.,NA,NA,db/journals/insk/insk39.html#Bode16,39,2016,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
757783,Alejandro Clausse|Martin A. Lopez de Bertodano|Min Chen|William D. Fullmer,NA,0000-0002-0142-7781|0000-0003-3547-6597,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.amc.2014.09.074,NA,NA,Appl. Math. Comput.,journals/amc/FullmerBCC14,2021-10-14,NA,NA,NA,NA,NA,28-46,NA,NA,NA,NA,NA,"Analysis of stability, verification and chaos with the Kreiss-Yström equations.",NA,NA,db/journals/amc/amc248.html#FullmerBCC14,248,2014,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
930218,Alessandro Crespi|Alexandre Bernardino|Auke Jan Ijspeert|Behzad Bayat|Ibrahim Youssef|Jörg Conradt|Mehmet Mutlu|Simon Hauser,NA,0000-0002-9502-4587|0000-0003-1417-9980|0000-0003-3388-1935|0000-0003-3666-3159|0000-0003-3991-1269,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/LRA.2020.2972839,NA,NA,IEEE Robotics Autom. Lett.,journals/ral/YoussefMBCHCBI20,2020-05-22,NA,NA,NA,NA,2,2395-2402,NA,NA,NA,NA,NA,A Neuro-Inspired Computational Model for a Visually Guided Robotic Lamprey Using Frame and Event Based Cameras.,NA,NA,db/journals/ral/ral5.html#YoussefMBCHCBI20,5,2020,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
196771,Fawad Qayum|Saeed Ullah Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.5539/nct.v3n1p6,oa,NA,Netw. Commun. Technol.,journals/nct/JanQ18,2020-09-24,NA,NA,NA,NA,1,6-25,NA,NA,NA,NA,NA,A Robust Authentication Scheme for Client-Server Architecture With Provable Security Analysis.,NA,NA,db/journals/nct/nct3.html#JanQ18,3,2018,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
149894,Eoghan Casey,NA,0000-0001-7219-317X,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.diin.2007.05.001|https://www.wikidata.org/entity/Q57606529,NA,NA,Digit. Investig.,journals/di/Casey07a,2020-08-20,NA,NA,NA,NA,2,49-50,NA,NA,NA,NA,NA,"What does ""forensically sound"" really mean?",NA,NA,db/journals/di/di4.html#Casey07a,4,2007,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
182373,Ge Wang 0001|Ming Jiang 0001,NA,0000-0002-1661-0538|0000-0002-2656-7705,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/TMI.2003.812253|https://www.wikidata.org/entity/Q53648004,NA,NA,IEEE Trans. Medical Imaging,journals/tmi/JiangW03,2020-06-18,NA,NA,NA,NA,5,569-579,NA,NA,NA,NA,NA,Convergence Studies on Iterative Algorithms for Image Reconstruction.,NA,NA,db/journals/tmi/tmi22.html#JiangW03,22,2003,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1786597,Giuseppe Coviello|Kunal Rao|Srimat T. Chakradhar|Wang-Pin Hsiung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2109.01201,oa,NA,CoRR,journals/corr/abs-2109-01201,2021-09-20,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,ECO: Edge-Cloud Optimization of 5G applications.,NA,NA,db/journals/corr/corr2109.html#abs-2109-01201,abs/2109.01201,2021,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2737273,Masaki Kobayashi,NA,0000-0002-4453-0615,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/TNNLS.2016.2635140|https://www.wikidata.org/entity/Q52764107,NA,NA,IEEE Trans. Neural Networks Learn. Syst.,journals/tnn/Kobayashi18,2020-03-09,NA,NA,NA,NA,3,744-748,NA,NA,NA,NA,NA,Stability of Rotor Hopfield Neural Networks With Synchronous Mode.,NA,NA,db/journals/tnn/tnn29.html#Kobayashi18,29,2018,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2353117,Anuja Arora|Parmeet Kaur|Shreeya Sharma|Shubham Dhingra|Shubhankar Gupta,NA,0000-0001-5215-1300|0000-0002-0237-7149,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.4018/IJACI.2020040102,NA,NA,Int. J. Ambient Comput. Intell.,journals/ijaci/KaurGDSA20,2021-04-09,NA,NA,NA,NA,2,30-47,NA,NA,NA,NA,NA,Towards Content-Dependent Social Media Platform Preference Analysis.,NA,NA,db/journals/ijaci/ijaci11.html#KaurGDSA20,11,2020,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
912840,Cees de Graaf|Max A. Viergever|Pascalle Weijzen|Paul A. M. Smeets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.neuroimage.2010.08.054|https://www.wikidata.org/entity/Q51392197,NA,NA,NeuroImage,journals/neuroimage/SmeetsWGV11,2018-11-14,NA,NA,NA,NA,2,1367-1374,NA,NA,NA,NA,NA,Consumption of caloric and non-caloric versions of a soft drink differentially affects brain activation during tasting.,NA,NA,db/journals/neuroimage/neuroimage54.html#SmeetsWGV11,54,2011,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
627105,Wei He|Xiaohu Liu|Yi Guo|Yi Zhao|Zheng Xu,NA,0000-0002-7037-5479|0000-0002-8306-0572|0000-0002-8614-830X|0000-0003-3537-4101|0000-0003-3968-414X,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/TIM.2021.3111982,NA,NA,IEEE Trans. Instrum. Meas.,journals/tim/LiuHZGX21,2021-10-05,NA,NA,NA,NA,NA,1-14,NA,NA,NA,NA,NA,Nonintrusive Current Sensing for Multicore Cables Considering Inclination With Magnetic Field Measurement.,NA,NA,db/journals/tim/tim70.html#LiuHZGX21,70,2021,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2087556,Lendie Follett|Marcia Laugerman|Simon Geletta,NA,0000-0002-0513-1654,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1186/s12911-019-0973-y|https://www.wikidata.org/entity/Q78176778,oa,NA,BMC Medical Informatics Decis. Mak.,journals/midm/GelettaFL19,2020-09-06,NA,NA,NA,NA,1,242:1-242:12,NA,NA,NA,NA,NA,Latent Dirichlet Allocation in predicting clinical trial terminations.,NA,NA,db/journals/midm/midm19.html#GelettaFL19,19,2019,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1430792,Alfredo De Santis|Aniello Castiglione|Arcangelo Castiglione|Barbara Masucci|Bruno Carpentieri|Francesco Palmieri 0002|Raffaele Pizzolante,NA,0000-0002-7991-2410|0000-0003-0571-1074,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1145/2893474,NA,NA,ACM Trans. Embed. Comput. Syst.,journals/tecs/CastiglionePPMC17,2021-01-05,NA,NA,NA,NA,2,56:1-56:15,NA,NA,NA,NA,NA,On-Board Format-Independent Security of Functional Magnetic Resonance Images.,NA,NA,db/journals/tecs/tecs16.html#CastiglionePPMC17,16,2017,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2079926,Adam Wierzbicki|Bogdan Ksiezopolski|Damian Rusinek,NA,0000-0002-4694-562X|0000-0003-0075-7030|0000-0003-1904-3222,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1155/2015/943475|https://www.wikidata.org/entity/Q59109477,oa,NA,Int. J. Distributed Sens. Networks,journals/ijdsn/RusinekKW15,2020-06-21,NA,NA,NA,NA,NA,943475:1-943475:17,NA,NA,NA,NA,NA,Security Trade-Off and Energy Efficiency Analysis in Wireless Sensor Networks.,NA,NA,db/journals/ijdsn/ijdsn11.html#RusinekKW15,11,2015,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
254167,Jun Huang 0006|Lei Yu 0007|Liang Chen|Minjie Shi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1093/imamci/dnw066,NA,NA,IMA J. Math. Control. Inf.,journals/imamci/ShiHCY18,2020-09-15,NA,NA,NA,NA,2,569-589,NA,NA,NA,NA,NA,Adaptive full-order and reduced-order observers for one-sided Lur'e systems with set-valued mappings.,NA,NA,db/journals/imamci/imamci35.html#ShiHCY18,35,2018,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1252365,Philippe Collard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.oldcitypublishing.com/journals/jca-home/jca-issue-contents/jca-volume-14-number-3-4-2019/jca-14-3-4-p-263-288/,NA,NA,J. Cell. Autom.,journals/jca/Collard19,2020-04-25,NA,NA,NA,NA,NA,263-288,NA,NA,NA,NA,NA,λCA : A Peer Learning Cellular Automaton.,NA,NA,db/journals/jca/jca14.html#Collard19,14,2019,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
693071,Babak Abbasi|James P. Minas|Osama Alamri|Panlop Zeephongsekul,NA,0000-0002-4332-2662,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1057/s41274-017-0194-7,NA,NA,J. Oper. Res. Soc.,journals/jors/AlamriAMZ18,2020-06-08,NA,NA,NA,NA,1,142-155,NA,NA,NA,NA,NA,Service level agreements: ready-rate analysis with lump-sum and linear penalty structures.,NA,NA,db/journals/jors/jors69.html#AlamriAMZ18,69,2018,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2253033,Maonian Wu|Mingyi Zhang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.knosys.2009.08.001,NA,NA,Knowl. Based Syst.,journals/kbs/WuZ10,2020-02-25,NA,NA,NA,NA,1,70-76,NA,NA,NA,NA,NA,Algorithms and application in decision-making for the finest splitting of a set of formulae.,NA,NA,db/journals/kbs/kbs23.html#WuZ10,23,2010,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
754987,Jun-Gang Wang|Yu-Hong Ran,NA,0000-0002-3702-1548,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.amc.2014.02.029,NA,NA,Appl. Math. Comput.,journals/amc/RanW14,2020-02-21,NA,NA,NA,NA,NA,477-485,NA,NA,NA,NA,NA,On preconditioned iterative methods for unsteady incompressible Navier-Stokes equations.,NA,NA,db/journals/amc/amc234.html#RanW14,234,2014,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2797510,Chuan-Xian Ren|Dao-Qing Dai|Ke-Kun Huang|Zhao-Rong Lai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/TIP.2015.2409988|https://www.wikidata.org/entity/Q41266627,NA,NA,IEEE Trans. Image Process.,journals/tip/LaiDRH15,2020-05-10,NA,NA,NA,NA,6,1735-1747,NA,NA,NA,NA,NA,Multiscale Logarithm Difference Edgemaps for Face Recognition Against Varying Lighting Conditions.,NA,NA,db/journals/tip/tip24.html#LaiDRH15,24,2015,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2155819,David Muelas|Javier Ramos 0002|Jorge E. López de Vergara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/MNET.2018.1700277,NA,NA,IEEE Netw.,journals/network/MuelasRV18,2020-09-11,NA,NA,NA,NA,6,168-176,NA,NA,NA,NA,NA,Assessing the Limits of Mininet-Based Environments for Network Experimentation.,NA,NA,db/journals/network/network32.html#MuelasRV18,32,2018,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2780129,Carlo Bellettini|Flavio De Paoli|Francesco Tisato,NA,0000-0001-8526-4790|0000-0002-5047-7371,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/S1383-7621(96)00035-5,NA,NA,J. Syst. Archit.,journals/jsa/PaoliTB96,2020-12-29,NA,NA,NA,NA,NA,477-487,NA,NA,NA,NA,NA,HyperReal: A modular control architecture for HRT systems.,NA,NA,db/journals/jsa/jsa42.html#PaoliTB96,42,1996,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
643689,Barbara Eibinger-Miedl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1007/s00502-017-0526-y,oa,NA,Elektrotech. Informationstechnik,journals/ei/Eibinger-Miedl17,2020-06-04,NA,NA,NA,NA,7,329,NA,NA,NA,NA,NA,Die Zukunft ist digital.,NA,NA,db/journals/ei/ei134.html#Eibinger-Miedl17,134,2017,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2693113,Shigeyuki Tomita|Yasunari Yoshitomi|Yoshiaki Sugimoto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/S0921-8890(99)00104-9,NA,NA,Robotics Auton. Syst.,journals/ras/SugimotoYT00,2020-02-24,NA,NA,NA,NA,3,147-160,NA,NA,NA,NA,NA,A method for detecting transitions of emotional states using a thermal facial image based on a synthesis of facial expressions.,NA,NA,db/journals/ras/ras31.html#SugimotoYT00,31,2000,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
449032,Vilém Vychodil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.ins.2016.03.004,NA,NA,Inf. Sci.,journals/isci/Vychodil16a,2017-05-27,NA,NA,NA,NA,NA,90-100,NA,NA,NA,NA,NA,Computing sets of graded attribute implications with witnessed non-redundancy.,NA,NA,db/journals/isci/isci351.html#Vychodil16a,351,2016,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1715464,Luciano da Fontoura Costa|Renato Fabbri|Vilson Vieira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/1109.4653,oa,NA,CoRR,journals/corr/abs-1109-4653,2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Musimetrics,NA,NA,db/journals/corr/corr1109.html#abs-1109-4653,abs/1109.4653,2011,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2686735,Seth Lloyd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1023/A%3A1019649101654,NA,NA,Quantum Inf. Process.,journals/qip/Lloyd02,2020-04-16,NA,NA,NA,NA,NA,13-18,NA,NA,NA,NA,NA,Quantum Computation with Abelian Anyons.,NA,NA,db/journals/qip/qip1.html#Lloyd02,1,2002,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1963908,Daniel Borchmann|Felix Distel|Francesco Kriegel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1080/11663081.2016.1168230,NA,NA,J. Appl. Non Class. Logics,journals/jancl/BorchmannDK16,2020-04-25,NA,NA,NA,NA,1,1-46,NA,NA,NA,NA,NA,Axiomatisation of general concept inclusions from finite interpretations.,NA,NA,db/journals/jancl/jancl26.html#BorchmannDK16,26,2016,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1448407,Karol Myszkowski|Sarah H. Creem-Regehr,NA,0000-0002-8505-4141,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1145/1577755.1577756,NA,NA,ACM Trans. Appl. Percept.,journals/tap/Creem-RegehrM09,2020-05-21,NA,NA,NA,NA,3,13:1-13:2,NA,NA,NA,NA,NA,Guest editorial.,NA,NA,db/journals/tap/tap6.html#Creem-RegehrM09,6,2009,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1077040,Heli Aramo-Immonen|Kirsi Liikamaa|Maritta Pirhonen|Tero Vartiainen,NA,0000-0001-6324-5425,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.4018/IJHCITP.2015070101,NA,NA,Int. J. Hum. Cap. Inf. Technol. Prof.,journals/ijhcitp/LiikamaaVPA15,2020-04-25,NA,NA,NA,NA,3,1-19,NA,NA,NA,NA,NA,Replacing Project Managers in Information Technology Projects: Contradictions that Explain the Phenomenon.,NA,NA,db/journals/ijhcitp/ijhcitp6.html#LiikamaaVPA15,6,2015,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
971041,Chunming Zhao|Hong Shen 0002|Wei Xu 0001|Zhenyao He,NA,0000-0001-9341-8382|0000-0002-2624-7322|0000-0002-2788-0349|0000-0002-4655-7635,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/LWC.2021.3126852,NA,NA,IEEE Wirel. Commun. Lett.,journals/wcl/HeSXZ22,2022-02-23,NA,NA,NA,NA,2,318-322,NA,NA,NA,NA,NA,Low-Cost Passive Beamforming for RIS-Aided Wideband OFDM Systems.,NA,NA,db/journals/wcl/wcl11.html#HeSXZ22,11,2022,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
163321,Adnan K. Shaout|M. A. Jarrah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://content.iospress.com/articles/journal-of-intelligent-and-fuzzy-systems/ifs022,NA,NA,J. Intell. Fuzzy Syst.,journals/jifs/JarrahS99,2020-04-25,NA,NA,NA,NA,1,47-54,NA,NA,NA,NA,NA,Automatic braking system using fuzzy logic.,NA,NA,db/journals/jifs/jifs7.html#JarrahS99,7,1999,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1767953,David Silver|Joel Veness|Kee Siong Ng|Marcus Hutter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://arxiv.org/abs/1007.2049,oa,NA,CoRR,journals/corr/abs-1007-2049,2018-08-13,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,Reinforcement Learning via AIXI Approximation,NA,NA,db/journals/corr/corr1007.html#abs-1007-2049,abs/1007.2049,2010,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2728782,A. M. Day|G. W. French|J. Richard Kennaway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1002/spe.2182,NA,NA,Softw. Pract. Exp.,journals/spe/FrenchKD14,2020-04-09,NA,NA,NA,NA,8,911-930,NA,NA,NA,NA,NA,"Programs as visual, interactive documents.",NA,NA,db/journals/spe/spe44.html#FrenchKD14,44,2014,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1869671,Aydin Mohseni|Travis LaCroix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://arxiv.org/abs/2006.05203,oa,NA,CoRR,journals/corr/abs-2006-05203,2020-06-12,NA,NA,NA,NA,NA,NA,NA,NA,informal,NA,NA,The Tragedy of the AI Commons.,NA,NA,db/journals/corr/corr2006.html#abs-2006-05203,abs/2006.05203,2020,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1461729,Daniel Potts|Michael K. Ng,NA,0000-0001-6833-5227|0000-0003-3651-4364,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1137/S0895479800369773,NA,NA,SIAM J. Matrix Anal. Appl.,journals/siammax/NgP02,2020-05-26,NA,NA,NA,NA,2,581-598,NA,NA,NA,NA,NA,Fast Iterative Methods for Sinc Systems.,NA,NA,db/journals/siammax/siammax24.html#NgP02,24,2002,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
450823,Georgios Kambourakis|Hua Wang 0002|Xiaohong Jiang 0001,NA,0000-0002-8465-0996,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.ins.2015.05.040,NA,NA,Inf. Sci.,journals/isci/WangJK15,2021-08-23,NA,NA,NA,NA,NA,48-50,NA,NA,NA,NA,NA,"Special issue on Security, Privacy and Trust in network-based Big Data.",NA,NA,db/journals/isci/isci318.html#WangJK15,318,2015,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2473935,Brad Cohen|Ronald W. Sackman|Terry Davis|Thomas M. Overman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1109/JPROC.2011.2112310,NA,NA,Proc. IEEE,journals/pieee/OvermanSDC11,2020-10-02,NA,NA,NA,NA,6,1046-1062,NA,NA,NA,NA,NA,High-Assurance Smart Grid: A Three-Part Model for Smart Grid Control Systems.,NA,NA,db/journals/pieee/pieee99.html#OvermanSDC11,99,2011,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1473349,Adnan Shahid Khan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://www.ijcnis.org/index.php/ijcnis/article/view/745,oa,NA,Int. J. Commun. Networks Inf. Secur.,journals/ijcnis/Khan14,2021-02-16,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Secure and Efficient Distributed Relay-Based Rekeying Algorithm for Group Communication in Mobile Multihop Relay Network.,NA,NA,db/journals/ijcnis/ijcnis6.html#Khan14,6,2014,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
52276,Claude Duhr|Neil D. Christensen,NA,0000-0001-5820-3570,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.cpc.2009.02.018,NA,NA,Comput. Phys. Commun.,journals/cphysics/ChristensenD09,2020-02-21,NA,NA,NA,NA,9,1614-1641,NA,NA,NA,NA,NA,FeynRules - Feynman rules made easy.,NA,NA,db/journals/cphysics/cphysics180.html#ChristensenD09,180,2009,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
81812,Alfio Giarlotta|Domenico Cantone|Stephen Watson,NA,0000-0002-2109-1381,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1007/s00355-018-1146-0,NA,NA,Soc. Choice Welf.,journals/scw/CantoneGW19,2020-07-22,NA,NA,NA,NA,2,247-294,NA,NA,NA,NA,NA,Congruence relations on a choice space.,NA,NA,db/journals/scw/scw52.html#CantoneGW19,52,2019,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
435178,Andreas Mauthe|Carmen Guerrero|Roberto Canonico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.comnet.2008.10.016,NA,NA,Comput. Networks,journals/cn/CanonicoGM09,2020-02-19,NA,NA,NA,NA,4,431-433,NA,NA,NA,NA,NA,Content distribution infrastructures for community networks.,NA,NA,db/journals/cn/cn53.html#CanonicoGM09,53,2009,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
884776,Levent Burak Kara|Matthew Eicholtz,NA,0000-0002-2203-4020,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/j.cag.2015.06.002,NA,NA,Comput. Graph.,journals/cg/EicholtzK15,2020-02-19,NA,NA,NA,NA,NA,1-17,NA,NA,NA,NA,NA,Characterizing the performance of an image-based recognizer for planar mechanical linkages in textbook graphics and hand-drawn sketches.,NA,NA,db/journals/cg/cg52.html#EicholtzK15,52,2015,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2348479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1016/S0167-4048(97)82241-9,NA,NA,Comput. Secur.,journals/compsec/X97,2020-02-20,NA,NA,NA,NA,5,356-364,NA,NA,NA,NA,NA,Random bits & bytes.,NA,NA,db/journals/compsec/compsec16.html#X97,16,1997,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
1439468,Juho Hamari|Max Sjöblom,NA,0000-0002-0525-8153|0000-0002-6573-588X,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1108/IntR-04-2016-0085|https://www.wikidata.org/entity/Q56338402,NA,NA,Internet Res.,journals/intr/HamariS17,2021-05-19,NA,NA,NA,NA,2,211-232,NA,NA,NA,NA,NA,What is eSports and why do people watch it?,NA,NA,db/journals/intr/intr27.html#HamariS17,27,2017,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2286631,Akihiro Katakami|Hitoshi Sugiyama|Mitsunobu Akiyama|Nao Ninomiya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1007/BF03181527,NA,NA,J. Vis.,journals/jvis/NinomiyaASK04,2020-04-09,NA,NA,NA,NA,4,269,NA,NA,NA,NA,NA,Visualization of high speed air flow by the spark tracing method with radiant trail.,NA,NA,db/journals/jvis/jvis7.html#NinomiyaASK04,7,2004,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
198014,Adrien Coulet|Kevin Dalleau|Ndeye Coumba Ndiaye|Patrice Ringot|Sébastien Da Silva|Yassine Marzougui,NA,0000-0002-1466-062X,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1186/s13326-017-0125-1|https://www.wikidata.org/entity/Q33587530,oa,NA,J. Biomed. Semant.,journals/biomedsem/DalleauMSRNC17,2020-08-13,NA,NA,NA,NA,1,16:1-16:12,NA,NA,NA,NA,NA,Learning from biomedical linked data to suggest valid pharmacogenes.,NA,NA,db/journals/biomedsem/biomedsem8.html#DalleauMSRNC17,8,2017,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2634974,Dongmei Liu|Jingkai Yu|Julie A. Hines|Maria A. Kashat|Russell L. Finley Jr.|Stephen Guest,NA,0000-0003-1144-6887,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.1186/1752-0509-5-65|https://www.wikidata.org/entity/Q33891584,oa,NA,BMC Syst. Biol.,journals/bmcsb/GuestYLHKF11,2020-05-05,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,A protein network-guided screen for cell cycle regulators in Drosophila.,NA,NA,db/journals/bmcsb/bmcsb5.html#GuestYLHKF11,5,2011,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
2299527,Alessandro Sergi|Paolo V. Giaquinta,NA,0000-0002-4851-5105|0000-0003-3954-0445,NA,NA,NA,NA,NA,NA,NA,NA,https://doi.org/10.3390/e18120451,oa,NA,Entropy,journals/entropy/SergiG16,2018-08-14,NA,NA,NA,NA,12,451,NA,NA,NA,NA,NA,Linear Quantum Entropy and Non-Hermitian Hamiltonians.,NA,NA,db/journals/entropy/entropy18.html#SergiG16,18,2016,ABCDEFGHILMNOPQRTXYZ abc def ghi lmn
