:START_ID,:END_ID,decision:bool,text:strin[]
9063395,786,1,Forza juve next year we'll win the champions
9063755,787,1,Forza juve next year we'll win the champions
9537146,788,0,Forza juve next year we'll win the champions
9339717,789,1,Forza juve next year we'll win the champions
9075756,790,1,Forza juve next year we'll win the champions
8976906,791,0,Forza juve next year we'll win the champions
10049956,792,1,Forza juve next year we'll win the champions
9804292,793,1,Forza juve next year we'll win the champions
9754163,794,1,Forza juve next year we'll win the champions
9225954,795,1,Forza juve next year we'll win the champions
9093987,796,1,Forza juve next year we'll win the champions
9105783,797,1,Forza juve next year we'll win the champions
9249422,798,1,Forza juve next year we'll win the champions
9020963,799,1,Forza juve next year we'll win the champions
10301379,800,1,Forza juve next year we'll win the champions
10033308,801,1,Forza juve next year we'll win the champions
9214910,802,1,Forza juve next year we'll win the champions
9656411,803,1,Forza juve next year we'll win the champions
9282216,804,1,Forza juve next year we'll win the champions
9700193,805,0,Forza juve next year we'll win the champions
9461788,806,1,Forza juve next year we'll win the champions
8976837,807,0,Forza juve next year we'll win the champions
9268843,808,1,Forza juve next year we'll win the champions
10401730,809,1,Forza juve next year we'll win the champions
9082117,810,0,Forza juve next year we'll win the champions
9041863,811,1,Forza juve next year we'll win the champions
9723124,812,1,Forza juve next year we'll win the champions
9081659,813,1,Forza juve next year we'll win the champions
10584540,814,0,Forza juve next year we'll win the champions
9362654,815,1,Forza juve next year we'll win the champions
9341841,816,1,Forza juve next year we'll win the champions
9220548,817,1,Forza juve next year we'll win the champions
9068983,818,1,Forza juve next year we'll win the champions
10359079,819,1,Forza juve next year we'll win the champions
9147859,820,1,Forza juve next year we'll win the champions
10359273,821,0,Forza juve next year we'll win the champions
10005685,822,1,Forza juve next year we'll win the champions
10846464,823,1,Forza juve next year we'll win the champions
8983284,824,0,Forza juve next year we'll win the champions
9816531,825,0,Forza juve next year we'll win the champions
9140379,826,1,Forza juve next year we'll win the champions
10662180,827,0,Forza juve next year we'll win the champions
10201633,828,1,Forza juve next year we'll win the champions
9526447,829,1,Forza juve next year we'll win the champions
9326319,830,0,Forza juve next year we'll win the champions
9134203,831,1,Forza juve next year we'll win the champions
10609850,832,0,Forza juve next year we'll win the champions
9296326,833,1,Forza juve next year we'll win the champions
9049876,834,1,Forza juve next year we'll win the champions
9133031,835,1,Forza juve next year we'll win the champions
9096961,836,1,Forza juve next year we'll win the champions
9142373,837,1,Forza juve next year we'll win the champions
10265725,838,1,Forza juve next year we'll win the champions
8967018,839,0,Forza juve next year we'll win the champions
10745911,840,1,Forza juve next year we'll win the champions
9025933,841,1,Forza juve next year we'll win the champions
9238716,842,1,Forza juve next year we'll win the champions
9512571,843,1,Forza juve next year we'll win the champions
10005697,844,1,Forza juve next year we'll win the champions
9335389,845,1,Forza juve next year we'll win the champions
9469243,846,1,Forza juve next year we'll win the champions
9034685,847,1,Forza juve next year we'll win the champions
9074336,848,1,Forza juve next year we'll win the champions
9420984,849,1,Forza juve next year we'll win the champions
9974501,850,1,Forza juve next year we'll win the champions
10415556,851,0,Forza juve next year we'll win the champions
9089474,852,1,Forza juve next year we'll win the champions
10115383,853,0,Forza juve next year we'll win the champions
9388886,854,1,Forza juve next year we'll win the champions
9210371,855,1,Forza juve next year we'll win the champions
9247622,856,1,Forza juve next year we'll win the champions
9673344,857,1,Forza juve next year we'll win the champions
10910195,858,1,Forza juve next year we'll win the champions
9239419,859,1,Forza juve next year we'll win the champions
9209931,860,1,Forza juve next year we'll win the champions
9224488,861,1,Forza juve next year we'll win the champions
9063506,862,0,Forza juve next year we'll win the champions
9822065,863,1,Forza juve next year we'll win the champions
9154033,864,0,Forza juve next year we'll win the champions
9218789,865,0,Forza juve next year we'll win the champions
9293983,866,1,Forza juve next year we'll win the champions
9316813,867,1,Forza juve next year we'll win the champions
10408136,868,0,Forza juve next year we'll win the champions
9983151,869,0,Forza juve next year we'll win the champions
10731418,870,1,Forza juve next year we'll win the champions
10017180,871,1,Forza juve next year we'll win the champions
9427133,872,1,Forza juve next year we'll win the champions
10625134,873,1,Forza juve next year we'll win the champions
10425386,874,1,Forza juve next year we'll win the champions
9100886,875,1,Forza juve next year we'll win the champions
10358947,876,1,Forza juve next year we'll win the champions
9156553,877,0,Forza juve next year we'll win the champions
9556381,878,1,Forza juve next year we'll win the champions
10908653,879,1,Forza juve next year we'll win the champions
9277506,880,1,Forza juve next year we'll win the champions
10107601,881,1,Forza juve next year we'll win the champions
8988397,882,0,Forza juve next year we'll win the champions
10201860,883,0,Forza juve next year we'll win the champions
9745556,884,1,Forza juve next year we'll win the champions
9082117,885,0,Forza juve next year we'll win the champions
10701619,886,0,Forza juve next year we'll win the champions
10479793,887,0,Forza juve next year we'll win the champions
9242297,888,1,Forza juve next year we'll win the champions
9599358,889,1,Forza juve next year we'll win the champions
10365153,890,0,Forza juve next year we'll win the champions
10546525,891,1,Forza juve next year we'll win the champions
9127256,892,1,Forza juve next year we'll win the champions
9638014,893,1,Forza juve next year we'll win the champions
9880887,894,0,Forza juve next year we'll win the champions
9948387,895,0,Forza juve next year we'll win the champions
9144748,896,0,Forza juve next year we'll win the champions
9055719,897,1,Forza juve next year we'll win the champions
9681076,898,1,Forza juve next year we'll win the champions
9285726,899,1,Forza juve next year we'll win the champions
9040830,900,1,Forza juve next year we'll win the champions
10196347,901,1,Forza juve next year we'll win the champions
9340426,902,0,Forza juve next year we'll win the champions
8977007,903,0,Forza juve next year we'll win the champions
9213420,904,0,Forza juve next year we'll win the champions
9235599,905,1,Forza juve next year we'll win the champions
8972587,906,1,Forza juve next year we'll win the champions
9175164,907,1,Forza juve next year we'll win the champions
10151206,908,0,Forza juve next year we'll win the champions
9092268,909,1,Forza juve next year we'll win the champions
10590824,910,1,Forza juve next year we'll win the champions
9032465,911,0,Forza juve next year we'll win the champions
9282546,912,0,Forza juve next year we'll win the champions
9020714,913,1,Forza juve next year we'll win the champions
10658056,914,1,Forza juve next year we'll win the champions
8973936,915,1,Forza juve next year we'll win the champions
9223403,916,1,Forza juve next year we'll win the champions
9907945,917,1,Forza juve next year we'll win the champions
9819397,918,1,Forza juve next year we'll win the champions
9695203,919,1,Forza juve next year we'll win the champions
9497703,920,1,Forza juve next year we'll win the champions
9133036,921,0,Forza juve next year we'll win the champions
10547488,922,1,Forza juve next year we'll win the champions
10051051,923,0,Forza juve next year we'll win the champions
9529027,924,0,Forza juve next year we'll win the champions
9366914,925,1,Forza juve next year we'll win the champions
9186591,926,1,Forza juve next year we'll win the champions
8973397,927,1,Forza juve next year we'll win the champions
9411432,928,1,Forza juve next year we'll win the champions
9094281,929,1,Forza juve next year we'll win the champions
9237688,930,1,Forza juve next year we'll win the champions
10076270,931,1,Forza juve next year we'll win the champions
9097901,932,0,Forza juve next year we'll win the champions
9122780,933,1,Forza juve next year we'll win the champions
10535330,934,1,Forza juve next year we'll win the champions
10337290,935,1,Forza juve next year we'll win the champions
9863858,936,1,Forza juve next year we'll win the champions
9499676,937,0,Forza juve next year we'll win the champions
9215853,938,1,Forza juve next year we'll win the champions
10034235,939,0,Forza juve next year we'll win the champions
9259160,940,1,Forza juve next year we'll win the champions
9266711,941,1,Forza juve next year we'll win the champions
9255150,942,0,Forza juve next year we'll win the champions
10454601,943,1,Forza juve next year we'll win the champions
9566848,944,1,Forza juve next year we'll win the champions
9221920,945,1,Forza juve next year we'll win the champions
9247684,946,0,Forza juve next year we'll win the champions
10152375,947,1,Forza juve next year we'll win the champions
9974554,948,0,Forza juve next year we'll win the champions
9015475,949,1,Forza juve next year we'll win the champions
9055376,950,1,Forza juve next year we'll win the champions
9457860,951,1,Forza juve next year we'll win the champions
9518727,952,1,Forza juve next year we'll win the champions
9778961,953,1,Forza juve next year we'll win the champions
10247022,954,1,Forza juve next year we'll win the champions
9973304,955,0,Forza juve next year we'll win the champions
9265157,956,0,Forza juve next year we'll win the champions
9283690,957,0,Forza juve next year we'll win the champions
9112558,958,0,Forza juve next year we'll win the champions
9326585,959,1,Forza juve next year we'll win the champions
10699808,960,1,Forza juve next year we'll win the champions
9465738,961,1,Forza juve next year we'll win the champions
9099337,962,1,Forza juve next year we'll win the champions
9211763,963,1,Forza juve next year we'll win the champions
10112834,964,0,Forza juve next year we'll win the champions
10658056,965,1,Forza juve next year we'll win the champions
9249184,966,1,Forza juve next year we'll win the champions
9270560,967,0,Forza juve next year we'll win the champions
10037877,968,1,Forza juve next year we'll win the champions
9041111,969,1,Forza juve next year we'll win the champions
9133086,970,0,Forza juve next year we'll win the champions
9019195,971,1,Forza juve next year we'll win the champions
9019945,972,1,Forza juve next year we'll win the champions
9370916,973,0,Forza juve next year we'll win the champions
9060352,974,1,Forza juve next year we'll win the champions
10129760,975,0,Forza juve next year we'll win the champions
9376987,976,0,Forza juve next year we'll win the champions
9110436,977,1,Forza juve next year we'll win the champions
9302929,978,0,Forza juve next year we'll win the champions
10499402,979,1,Forza juve next year we'll win the champions
8992571,980,1,Forza juve next year we'll win the champions
10412953,981,1,Forza juve next year we'll win the champions
10592948,982,0,Forza juve next year we'll win the champions
10112527,983,0,Forza juve next year we'll win the champions
9263471,984,1,Forza juve next year we'll win the champions
9116373,985,1,Forza juve next year we'll win the champions
9191433,986,1,Forza juve next year we'll win the champions
9059367,987,1,Forza juve next year we'll win the champions
9420286,988,1,Forza juve next year we'll win the champions
9816968,989,0,Forza juve next year we'll win the champions
8973934,990,1,Forza juve next year we'll win the champions
9081970,991,1,Forza juve next year we'll win the champions
9070955,992,1,Forza juve next year we'll win the champions
10097023,993,1,Forza juve next year we'll win the champions
9048356,994,0,Forza juve next year we'll win the champions
9112677,995,1,Forza juve next year we'll win the champions
10701305,996,1,Forza juve next year we'll win the champions
9055555,997,1,Forza juve next year we'll win the champions
9493473,998,1,Forza juve next year we'll win the champions
9342351,999,1,Forza juve next year we'll win the champions
10561607,1000,0,Forza juve next year we'll win the champions
9425134,1001,1,Forza juve next year we'll win the champions
9147249,1002,1,Forza juve next year we'll win the champions
10426789,1003,1,Forza juve next year we'll win the champions
9206532,1004,0,Forza juve next year we'll win the champions
9666861,1005,1,Forza juve next year we'll win the champions
9969566,1006,0,Forza juve next year we'll win the champions
10014601,1007,0,Forza juve next year we'll win the champions
9045330,1008,0,Forza juve next year we'll win the champions
8991242,1009,0,Forza juve next year we'll win the champions
9133139,1010,1,Forza juve next year we'll win the champions
10630545,1011,1,Forza juve next year we'll win the champions
9099117,1012,1,Forza juve next year we'll win the champions
9139086,1013,1,Forza juve next year we'll win the champions
9558487,1014,1,Forza juve next year we'll win the champions
8974995,1015,1,Forza juve next year we'll win the champions
9692395,1016,0,Forza juve next year we'll win the champions
9467163,1017,1,Forza juve next year we'll win the champions
9490146,1018,0,Forza juve next year we'll win the champions
9299490,1019,1,Forza juve next year we'll win the champions
9215033,1020,1,Forza juve next year we'll win the champions
10689577,1021,0,Forza juve next year we'll win the champions
9536778,1022,1,Forza juve next year we'll win the champions
9356391,1023,1,Forza juve next year we'll win the champions
9018647,1024,1,Forza juve next year we'll win the champions
9098895,1025,1,Forza juve next year we'll win the champions
9492122,1026,1,Forza juve next year we'll win the champions
9040055,1027,1,Forza juve next year we'll win the champions
9049741,1028,1,Forza juve next year we'll win the champions
9043203,1029,1,Forza juve next year we'll win the champions
8974080,1030,0,Forza juve next year we'll win the champions
10096875,1031,1,Forza juve next year we'll win the champions
9698773,1032,1,Forza juve next year we'll win the champions
9054799,1033,1,Forza juve next year we'll win the champions
9054167,1034,1,Forza juve next year we'll win the champions
9204603,1035,1,Forza juve next year we'll win the champions
9922988,1036,1,Forza juve next year we'll win the champions
9419138,1037,1,Forza juve next year we'll win the champions
10708999,1038,1,Forza juve next year we'll win the champions
9507076,1039,1,Forza juve next year we'll win the champions
10290400,1040,0,Forza juve next year we'll win the champions
9608255,1041,1,Forza juve next year we'll win the champions
9482593,1042,1,Forza juve next year we'll win the champions
9815373,1043,1,Forza juve next year we'll win the champions
8977765,1044,1,Forza juve next year we'll win the champions
9782496,1045,1,Forza juve next year we'll win the champions
9478678,1046,1,Forza juve next year we'll win the champions
9499560,1047,1,Forza juve next year we'll win the champions
10840277,1048,1,Forza juve next year we'll win the champions
9187787,1049,1,Forza juve next year we'll win the champions
9107641,1050,0,Forza juve next year we'll win the champions
9087290,1051,1,Forza juve next year we'll win the champions
8976291,1052,1,Forza juve next year we'll win the champions
9465806,1053,1,Forza juve next year we'll win the champions
8997275,1054,1,Forza juve next year we'll win the champions
8975198,1055,1,Forza juve next year we'll win the champions
10359737,1056,1,Forza juve next year we'll win the champions
9061621,1057,1,Forza juve next year we'll win the champions
9285726,1058,1,Forza juve next year we'll win the champions
10156636,1059,1,Forza juve next year we'll win the champions
9442272,1060,1,Forza juve next year we'll win the champions
9051094,1061,0,Forza juve next year we'll win the champions
9415797,1062,1,Forza juve next year we'll win the champions
8974053,1063,1,Forza juve next year we'll win the champions
9993188,1064,1,Forza juve next year we'll win the champions
9779697,1065,1,Forza juve next year we'll win the champions
9393585,1066,1,Forza juve next year we'll win the champions
9107131,1067,0,Forza juve next year we'll win the champions
9243194,1068,1,Forza juve next year we'll win the champions
9928238,1069,1,Forza juve next year we'll win the champions
9097553,1070,1,Forza juve next year we'll win the champions
9048356,1071,1,Forza juve next year we'll win the champions
9417694,1072,1,Forza juve next year we'll win the champions
9002112,1073,0,Forza juve next year we'll win the champions
9079395,1074,1,Forza juve next year we'll win the champions
10457189,1075,1,Forza juve next year we'll win the champions
9074150,1076,0,Forza juve next year we'll win the champions
9076897,1077,1,Forza juve next year we'll win the champions
10177972,1078,1,Forza juve next year we'll win the champions
9246377,1079,1,Forza juve next year we'll win the champions
9096744,1080,0,Forza juve next year we'll win the champions
9551349,1081,1,Forza juve next year we'll win the champions
9078083,1082,1,Forza juve next year we'll win the champions
9349824,1083,1,Forza juve next year we'll win the champions
9872949,1084,1,Forza juve next year we'll win the champions
10200874,1085,1,Forza juve next year we'll win the champions
9492064,1086,0,Forza juve next year we'll win the champions
9743234,1087,1,Forza juve next year we'll win the champions
10613713,1088,1,Forza juve next year we'll win the champions
9395507,1089,1,Forza juve next year we'll win the champions
10519669,1090,1,Forza juve next year we'll win the champions
9672530,1091,1,Forza juve next year we'll win the champions
9263747,1092,1,Forza juve next year we'll win the champions
10739215,1093,0,Forza juve next year we'll win the champions
9148168,1094,1,Forza juve next year we'll win the champions
10863219,1095,0,Forza juve next year we'll win the champions
9378989,1096,1,Forza juve next year we'll win the champions
9385861,1097,1,Forza juve next year we'll win the champions
9578890,1098,0,Forza juve next year we'll win the champions
8969900,1099,1,Forza juve next year we'll win the champions
9481332,1100,1,Forza juve next year we'll win the champions
9475000,1101,1,Forza juve next year we'll win the champions
10005685,1102,1,Forza juve next year we'll win the champions
9779683,1103,1,Forza juve next year we'll win the champions
9163402,1104,1,Forza juve next year we'll win the champions
9858013,1105,1,Forza juve next year we'll win the champions
9308577,1106,0,Forza juve next year we'll win the champions
10468179,1107,0,Forza juve next year we'll win the champions
9993434,1108,0,Forza juve next year we'll win the champions
9112059,1109,0,Forza juve next year we'll win the champions
9039299,1110,1,Forza juve next year we'll win the champions
9288063,1111,1,Forza juve next year we'll win the champions
8976204,1112,1,Forza juve next year we'll win the champions
9327871,1113,0,Forza juve next year we'll win the champions
9090330,1114,1,Forza juve next year we'll win the champions
9121732,1115,1,Forza juve next year we'll win the champions
8971225,1116,0,Forza juve next year we'll win the champions
8968153,1117,1,Forza juve next year we'll win the champions
9602911,1118,1,Forza juve next year we'll win the champions
9402958,1119,0,Forza juve next year we'll win the champions
10147110,1120,1,Forza juve next year we'll win the champions
10931184,1121,1,Forza juve next year we'll win the champions
10904499,1122,1,Forza juve next year we'll win the champions
10927246,1123,1,Forza juve next year we'll win the champions
8969342,1124,0,Forza juve next year we'll win the champions
9002535,1125,1,Forza juve next year we'll win the champions
9127262,1126,1,Forza juve next year we'll win the champions
9374606,1127,0,Forza juve next year we'll win the champions
10931184,1128,0,Forza juve next year we'll win the champions
9132234,1129,1,Forza juve next year we'll win the champions
8981149,1130,1,Forza juve next year we'll win the champions
9206518,1131,1,Forza juve next year we'll win the champions
10012097,1132,1,Forza juve next year we'll win the champions
9000624,1133,1,Forza juve next year we'll win the champions
9453631,1134,1,Forza juve next year we'll win the champions
9536904,1135,1,Forza juve next year we'll win the champions
9271192,1136,1,Forza juve next year we'll win the champions
9076290,1137,0,Forza juve next year we'll win the champions
9044608,1138,1,Forza juve next year we'll win the champions
9297940,1139,0,Forza juve next year we'll win the champions
9369976,1140,0,Forza juve next year we'll win the champions
9181828,1141,1,Forza juve next year we'll win the champions
10317200,1142,0,Forza juve next year we'll win the champions
10130241,1143,0,Forza juve next year we'll win the champions
9384526,1144,1,Forza juve next year we'll win the champions
10085683,1145,0,Forza juve next year we'll win the champions
10637088,1146,1,Forza juve next year we'll win the champions
9599039,1147,1,Forza juve next year we'll win the champions
8980859,1148,1,Forza juve next year we'll win the champions
9710907,1149,0,Forza juve next year we'll win the champions
10711883,1150,1,Forza juve next year we'll win the champions
9174771,1151,0,Forza juve next year we'll win the champions
9536254,1152,0,Forza juve next year we'll win the champions
10171914,1153,1,Forza juve next year we'll win the champions
9020576,1154,1,Forza juve next year we'll win the champions
10399258,1155,1,Forza juve next year we'll win the champions
9113136,1156,1,Forza juve next year we'll win the champions
9052482,1157,1,Forza juve next year we'll win the champions
9078873,1158,1,Forza juve next year we'll win the champions
10402337,1159,1,Forza juve next year we'll win the champions
9631642,1160,1,Forza juve next year we'll win the champions
9230356,1161,1,Forza juve next year we'll win the champions
10648967,1162,1,Forza juve next year we'll win the champions
9278811,1163,1,Forza juve next year we'll win the champions
10431658,1164,1,Forza juve next year we'll win the champions
9056959,1165,1,Forza juve next year we'll win the champions
9631638,1166,1,Forza juve next year we'll win the champions
9242078,1167,0,Forza juve next year we'll win the champions
9150786,1168,0,Forza juve next year we'll win the champions
10438741,1169,1,Forza juve next year we'll win the champions
10468179,1170,1,Forza juve next year we'll win the champions
10323629,1171,1,Forza juve next year we'll win the champions
9436711,1172,1,Forza juve next year we'll win the champions
9515488,1173,1,Forza juve next year we'll win the champions
9267330,1174,1,Forza juve next year we'll win the champions
9158394,1175,1,Forza juve next year we'll win the champions
9274453,1176,1,Forza juve next year we'll win the champions
10752914,1177,0,Forza juve next year we'll win the champions
9102266,1178,1,Forza juve next year we'll win the champions
9099245,1179,1,Forza juve next year we'll win the champions
9126976,1180,1,Forza juve next year we'll win the champions
10301975,1181,1,Forza juve next year we'll win the champions
9970922,1182,1,Forza juve next year we'll win the champions
9969466,1183,1,Forza juve next year we'll win the champions
9993434,1184,0,Forza juve next year we'll win the champions
9643992,1185,1,Forza juve next year we'll win the champions
9190234,1186,1,Forza juve next year we'll win the champions
9161862,1187,0,Forza juve next year we'll win the champions
9004037,1188,1,Forza juve next year we'll win the champions
8997874,1189,1,Forza juve next year we'll win the champions
9767835,1190,1,Forza juve next year we'll win the champions
9648908,1191,1,Forza juve next year we'll win the champions
10331892,1192,0,Forza juve next year we'll win the champions
9092807,1193,1,Forza juve next year we'll win the champions
9971117,1194,0,Forza juve next year we'll win the champions
10478885,1195,1,Forza juve next year we'll win the champions
9583032,1196,1,Forza juve next year we'll win the champions
9045060,1197,1,Forza juve next year we'll win the champions
9099332,1198,0,Forza juve next year we'll win the champions
9042736,1199,1,Forza juve next year we'll win the champions
9009604,1200,1,Forza juve next year we'll win the champions
9090179,1201,1,Forza juve next year we'll win the champions
8990994,1202,0,Forza juve next year we'll win the champions
8981240,1203,1,Forza juve next year we'll win the champions
9020816,1204,0,Forza juve next year we'll win the champions
9898181,1205,1,Forza juve next year we'll win the champions
10258325,1206,1,Forza juve next year we'll win the champions
9994818,1207,1,Forza juve next year we'll win the champions
9148244,1208,1,Forza juve next year we'll win the champions
9529026,1209,1,Forza juve next year we'll win the champions
9111106,1210,0,Forza juve next year we'll win the champions
9263784,1211,1,Forza juve next year we'll win the champions
10738907,1212,1,Forza juve next year we'll win the champions
10746511,1213,1,Forza juve next year we'll win the champions
9597284,1214,0,Forza juve next year we'll win the champions
9009078,1215,0,Forza juve next year we'll win the champions
9794398,1216,0,Forza juve next year we'll win the champions
9205965,1217,0,Forza juve next year we'll win the champions
9710905,1218,1,Forza juve next year we'll win the champions
9263947,1219,1,Forza juve next year we'll win the champions
9544957,1220,1,Forza juve next year we'll win the champions
9111090,1221,1,Forza juve next year we'll win the champions
9211637,1222,1,Forza juve next year we'll win the champions
9173256,1223,1,Forza juve next year we'll win the champions
9823268,1224,0,Forza juve next year we'll win the champions
9125425,1225,1,Forza juve next year we'll win the champions
9077956,1226,0,Forza juve next year we'll win the champions
9252415,1227,1,Forza juve next year we'll win the champions
10075910,1228,1,Forza juve next year we'll win the champions
9252914,1229,1,Forza juve next year we'll win the champions
9562706,1230,0,Forza juve next year we'll win the champions
9394385,1231,0,Forza juve next year we'll win the champions
9132017,1232,1,Forza juve next year we'll win the champions
10725192,1233,1,Forza juve next year we'll win the champions
9223251,1234,1,Forza juve next year we'll win the champions
9515450,1235,1,Forza juve next year we'll win the champions
9042648,1236,1,Forza juve next year we'll win the champions
9790207,1237,0,Forza juve next year we'll win the champions
10657013,1238,1,Forza juve next year we'll win the champions
10159416,1239,1,Forza juve next year we'll win the champions
9034463,1240,1,Forza juve next year we'll win the champions
9816767,1241,0,Forza juve next year we'll win the champions
9214787,1242,1,Forza juve next year we'll win the champions
10813430,1243,1,Forza juve next year we'll win the champions
9247899,1244,1,Forza juve next year we'll win the champions
9280575,1245,0,Forza juve next year we'll win the champions
9006736,1246,1,Forza juve next year we'll win the champions
8977453,1247,1,Forza juve next year we'll win the champions
9461524,1248,0,Forza juve next year we'll win the champions
9008513,1249,1,Forza juve next year we'll win the champions
9755835,1250,1,Forza juve next year we'll win the champions
9176316,1251,0,Forza juve next year we'll win the champions
9046064,1252,0,Forza juve next year we'll win the champions
9596653,1253,1,Forza juve next year we'll win the champions
10338852,1254,0,Forza juve next year we'll win the champions
10776741,1255,1,Forza juve next year we'll win the champions
9061942,1256,1,Forza juve next year we'll win the champions
9264324,1257,1,Forza juve next year we'll win the champions
10030179,1258,1,Forza juve next year we'll win the champions
9550646,1259,1,Forza juve next year we'll win the champions
8977869,1260,1,Forza juve next year we'll win the champions
9444188,1261,1,Forza juve next year we'll win the champions
9125789,1262,1,Forza juve next year we'll win the champions
9227432,1263,0,Forza juve next year we'll win the champions
10193492,1264,0,Forza juve next year we'll win the champions
9083057,1265,1,Forza juve next year we'll win the champions
9005714,1266,0,Forza juve next year we'll win the champions
10016446,1267,1,Forza juve next year we'll win the champions
9452796,1268,1,Forza juve next year we'll win the champions
9177284,1269,1,Forza juve next year we'll win the champions
9412673,1270,0,Forza juve next year we'll win the champions
9776095,1271,1,Forza juve next year we'll win the champions
10611851,1272,1,Forza juve next year we'll win the champions
9543856,1273,1,Forza juve next year we'll win the champions
9023668,1274,0,Forza juve next year we'll win the champions
10654966,1275,1,Forza juve next year we'll win the champions
9075388,1276,1,Forza juve next year we'll win the champions
9350200,1277,0,Forza juve next year we'll win the champions
9899555,1278,1,Forza juve next year we'll win the champions
9045477,1279,0,Forza juve next year we'll win the champions
9103343,1280,0,Forza juve next year we'll win the champions
9093959,1281,1,Forza juve next year we'll win the champions
9575413,1282,1,Forza juve next year we'll win the champions
9321807,1283,1,Forza juve next year we'll win the champions
9308398,1284,1,Forza juve next year we'll win the champions
9910377,1285,1,Forza juve next year we'll win the champions
9204488,1286,1,Forza juve next year we'll win the champions
9227556,1287,0,Forza juve next year we'll win the champions
9237688,1288,1,Forza juve next year we'll win the champions
9866668,1289,1,Forza juve next year we'll win the champions
9217098,1290,1,Forza juve next year we'll win the champions
9528868,1291,1,Forza juve next year we'll win the champions
9126271,1292,1,Forza juve next year we'll win the champions
9799860,1293,1,Forza juve next year we'll win the champions
9001414,1294,0,Forza juve next year we'll win the champions
9432179,1295,0,Forza juve next year we'll win the champions
10249030,1296,1,Forza juve next year we'll win the champions
9341516,1297,1,Forza juve next year we'll win the champions
9006736,1298,1,Forza juve next year we'll win the champions
9042449,1299,1,Forza juve next year we'll win the champions
9298431,1300,0,Forza juve next year we'll win the champions
9644381,1301,1,Forza juve next year we'll win the champions
9307846,1302,1,Forza juve next year we'll win the champions
9244336,1303,1,Forza juve next year we'll win the champions
9139386,1304,0,Forza juve next year we'll win the champions
10635219,1305,0,Forza juve next year we'll win the champions
9029426,1306,1,Forza juve next year we'll win the champions
9042068,1307,1,Forza juve next year we'll win the champions
8973227,1308,1,Forza juve next year we'll win the champions
9298238,1309,1,Forza juve next year we'll win the champions
9045611,1310,0,Forza juve next year we'll win the champions
8967469,1311,1,Forza juve next year we'll win the champions
9244737,1312,1,Forza juve next year we'll win the champions
9222372,1313,0,Forza juve next year we'll win the champions
8990995,1314,1,Forza juve next year we'll win the champions
9131663,1315,1,Forza juve next year we'll win the champions
9756919,1316,1,Forza juve next year we'll win the champions
9343327,1317,1,Forza juve next year we'll win the champions
10929756,1318,1,Forza juve next year we'll win the champions
9115523,1319,1,Forza juve next year we'll win the champions
9045773,1320,1,Forza juve next year we'll win the champions
9113471,1321,0,Forza juve next year we'll win the champions
9200895,1322,1,Forza juve next year we'll win the champions
10512468,1323,1,Forza juve next year we'll win the champions
9450445,1324,1,Forza juve next year we'll win the champions
9541412,1325,1,Forza juve next year we'll win the champions
9266881,1326,1,Forza juve next year we'll win the champions
9105360,1327,1,Forza juve next year we'll win the champions
9819518,1328,0,Forza juve next year we'll win the champions
9448567,1329,1,Forza juve next year we'll win the champions
9340082,1330,1,Forza juve next year we'll win the champions
9489080,1331,1,Forza juve next year we'll win the champions
10481117,1332,0,Forza juve next year we'll win the champions
9006270,1333,1,Forza juve next year we'll win the champions
9011182,1334,1,Forza juve next year we'll win the champions
9266139,1335,1,Forza juve next year we'll win the champions
9043068,1336,0,Forza juve next year we'll win the champions
10010656,1337,1,Forza juve next year we'll win the champions
10193456,1338,1,Forza juve next year we'll win the champions
9000952,1339,0,Forza juve next year we'll win the champions
10689577,1340,1,Forza juve next year we'll win the champions
9198531,1341,1,Forza juve next year we'll win the champions
9012977,1342,0,Forza juve next year we'll win the champions
10091051,1343,1,Forza juve next year we'll win the champions
9299903,1344,1,Forza juve next year we'll win the champions
9033445,1345,1,Forza juve next year we'll win the champions
9241931,1346,1,Forza juve next year we'll win the champions
9698905,1347,1,Forza juve next year we'll win the champions
9175112,1348,1,Forza juve next year we'll win the champions
10369105,1349,0,Forza juve next year we'll win the champions
9032467,1350,1,Forza juve next year we'll win the champions
9565385,1351,0,Forza juve next year we'll win the champions
9163855,1352,1,Forza juve next year we'll win the champions
9108717,1353,1,Forza juve next year we'll win the champions
9953102,1354,1,Forza juve next year we'll win the champions
9489295,1355,1,Forza juve next year we'll win the champions
9885270,1356,1,Forza juve next year we'll win the champions
10575168,1357,0,Forza juve next year we'll win the champions
9625322,1358,0,Forza juve next year we'll win the champions
9427016,1359,1,Forza juve next year we'll win the champions
8984117,1360,1,Forza juve next year we'll win the champions
9399621,1361,1,Forza juve next year we'll win the champions
8980020,1362,1,Forza juve next year we'll win the champions
9205167,1363,1,Forza juve next year we'll win the champions
9417540,1364,0,Forza juve next year we'll win the champions
9045608,1365,1,Forza juve next year we'll win the champions
8993539,1366,1,Forza juve next year we'll win the champions
9681076,1367,1,Forza juve next year we'll win the champions
9247618,1368,1,Forza juve next year we'll win the champions
9060300,1369,1,Forza juve next year we'll win the champions
9792546,1370,1,Forza juve next year we'll win the champions
9149367,1371,1,Forza juve next year we'll win the champions
9088637,1372,0,Forza juve next year we'll win the champions
9145977,1373,1,Forza juve next year we'll win the champions
9014876,1374,0,Forza juve next year we'll win the champions
9133086,1375,1,Forza juve next year we'll win the champions
10361447,1376,1,Forza juve next year we'll win the champions
